iccs,leg_stat,sex,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
ICCS03011,PER_VICT,F,NR,HR	230 	306 	242 	308 	267 	115 	107 	126 	113 	164 
ICCS03011,PER_VICT,F,NR,HU	460 	495 	316 	261 	216 	188 	187 	241 	223 	211 
ICCS03011,PER_VICT,F,NR,IE	596 	462 	475 	429 	369 	483 	425 	418 	310 	: 
ICCS03011,PER_VICT,F,NR,IS	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,NR,LI	: 	2 	1 	4 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,NR,LT	141 	140 	94 	92 	98 	135 	145 	151 	107 	145 
ICCS03011,PER_VICT,F,NR,LU	86 	112 	63 	72 	86 	74 	69 	64 	55 	: 
ICCS03011,PER_VICT,F,NR,LV	97 	81 	48 	55 	47 	48 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,NR,ME	8 	2 	5 	4 	3 	2 	3 	7 	8 	13 
ICCS03011,PER_VICT,F,NR,MK	: 	: 	: 	: 	37 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,NR,MT	19 	26 	23 	11 	14 	12 	18 	10 	12 	16 
ICCS03011,PER_VICT,F,NR,NO	1909 	1877 	1599 	1396 	1371 	1316 	1365 	1214 	1231 	1197 
ICCS03011,PER_VICT,F,NR,PL	679 	752 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,NR,PT	183 	165 	173 	169 	150 	186 	162 	210 	190 	227 
ICCS03011,PER_VICT,F,NR,RS	50 	49 	54 	56 	72 	103 	114 	104 	136 	152 
ICCS03011,PER_VICT,F,NR,SE	6810 	6201 	5461 	6304 	5614 	5915 	6153 	5552 	5436 	5202 
ICCS03011,PER_VICT,F,NR,SI	2 	28 	41 	39 	49 	44 	39 	51 	66 	48 
ICCS03011,PER_VICT,F,NR,SK	96 	82 	87 	87 	90 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,NR,UKC-L	48122 	36925 	32080 	26317 	14821 	14821 	14762 	14589 	13902 	12133 
ICCS03011,PER_VICT,F,NR,UKM	2023 	1652 	1617 	1730 	1648 	922 	766 	238 	: 	: 
ICCS03011,PER_VICT,F,NR,UKN	838 	730 	643 	588 	447 	443 	498 	457 	389 	342 
ICCS03011,PER_VICT,F,NR,XK	24 	20 	28 	25 	29 	37 	28 	40 	62 	60 
ICCS03011,PER_VICT,F,P_HTHAB,AL	2.81 	3.03 	4.07 	2.58 	: 	: 	1.56 	: 	2.87 	3.54 
ICCS03011,PER_VICT,F,P_HTHAB,AT	: 	25.29 	23.85 	24.38 	26.48 	25.92 	26.33 	25.69 	14.12 	13.32 
ICCS03011,PER_VICT,F,P_HTHAB,BG	3.89 	3.45 	3.22 	3.98 	4.39 	4.97 	4.15 	5.54 	6.42 	6.79 
ICCS03011,PER_VICT,F,P_HTHAB,CH	13.99 	13.51 	12.22 	13.07 	13.51 	13.61 	13.22 	13.25 	16.14 	: 
ICCS03011,PER_VICT,F,P_HTHAB,CZ	9.19 	11.22 	10.43 	11.44 	10.65 	11.07 	11.26 	9.78 	8.14 	8.87 
ICCS03011,PER_VICT,F,P_HTHAB,DE	18.72 	18.30 	16.28 	17.10 	17.39 	18.87 	17.57 	17.86 	16.98 	16.83 
ICCS03011,PER_VICT,F,P_HTHAB,DK	49.82 	40.71 	29.45 	24.66 	24.26 	26.55 	26.53 	29.30 	29.00 	32.21 
ICCS03011,PER_VICT,F,P_HTHAB,EL	4.02 	3.90 	3.27 	3.46 	3.94 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,ES	6.04 	5.39 	5.27 	5.11 	5.22 	3.89 	4.63 	4.64 	5.14 	5.78 
ICCS03011,PER_VICT,F,P_HTHAB,FI	39.31 	36.47 	33.99 	32.19 	31.48 	33.51 	31.24 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,FR	43.20 	37.95 	31.29 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,HR	10.70 	14.12 	11.07 	14.02 	12.11 	5.19 	4.82 	5.65 	5.06 	7.34 
ICCS03011,PER_VICT,F,P_HTHAB,HU	8.98 	9.63 	6.12 	5.04 	4.16 	3.61 	3.57 	4.58 	4.23 	4.00 
ICCS03011,PER_VICT,F,P_HTHAB,IE	24.66 	19.35 	20.09 	18.32 	15.92 	20.88 	18.47 	18.27 	13.66 	: 
ICCS03011,PER_VICT,F,P_HTHAB,IS	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,LI	: 	10.55 	5.32 	21.36 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,LT	9.18 	8.98 	5.97 	5.80 	6.11 	8.33 	8.81 	8.93 	6.26 	8.40 
ICCS03011,PER_VICT,F,P_HTHAB,LU	29.25 	39.02 	22.42 	26.22 	32.01 	28.13 	26.83 	25.33 	22.12 	: 
ICCS03011,PER_VICT,F,P_HTHAB,LV	9.20 	7.61 	4.47 	5.07 	4.28 	4.32 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,ME	2.54 	0.64 	1.59 	1.27 	0.96 	0.64 	0.96 	2.23 	2.56 	4.16 
ICCS03011,PER_VICT,F,P_HTHAB,MK	: 	: 	: 	: 	3.60 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,MT	8.31 	11.99 	10.72 	5.17 	6.62 	5.72 	8.63 	4.81 	5.82 	7.80 
ICCS03011,PER_VICT,F,P_HTHAB,NO	73.16 	72.55 	62.28 	54.94 	54.50 	26.39 	27.74 	24.99 	25.65 	25.27 
ICCS03011,PER_VICT,F,P_HTHAB,PL	3.47 	3.84 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,PT	3.37 	3.03 	3.17 	3.09 	2.73 	3.37 	2.94 	3.81 	3.46 	4.14 
ICCS03011,PER_VICT,F,P_HTHAB,RS	1.38 	1.35 	1.48 	1.53 	1.95 	2.78 	3.06 	2.77 	3.61 	4.02 
ICCS03011,PER_VICT,F,P_HTHAB,SE	136.70 	126.04 	112.02 	130.50 	117.20 	124.37 	130.21 	118.34 	116.84 	112.62 
ICCS03011,PER_VICT,F,P_HTHAB,SI	0.19 	2.69 	3.94 	3.75 	4.71 	4.24 	3.77 	4.94 	6.42 	4.69 
ICCS03011,PER_VICT,F,P_HTHAB,SK	3.45 	2.95 	3.13 	3.13 	3.24 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,UKC-L	180.30 	139.25 	121.87 	100.73 	51.44 	51.77 	51.93 	51.70 	49.61 	43.61 
ICCS03011,PER_VICT,F,P_HTHAB,UKM	72.75 	59.78 	58.70 	63.00 	60.18 	33.74 	28.15 	8.79 	: 	: 
ICCS03011,PER_VICT,F,P_HTHAB,UKN	88.32 	77.18 	68.39 	62.83 	48.02 	47.79 	53.98 	49.81 	42.68 	37.84 
ICCS03011,PER_VICT,F,P_HTHAB,XK	: 	2.93 	: 	: 	: 	: 	3.15 	3.66 	5.74 	5.63 
ICCS03011,PER_VICT,M,NR,AL	4 	3 	12 	5 	7 	2 	0 	0 	9 	4 
ICCS03011,PER_VICT,M,NR,AT	: 	160 	114 	141 	121 	130 	140 	118 	38 	32 
ICCS03011,PER_VICT,M,NR,BA	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
ICCS03011,PER_VICT,M,NR,CH	0 	0 	0 	0 	1 	0 	1 	1 	1 	: 
ICCS03011,PER_VICT,M,NR,CZ	47 	53 	45 	45 	26 	45 	38 	33 	27 	26 
ICCS03011,PER_VICT,M,NR,DE	638 	480 	363 	376 	348 	380 	389 	343 	289 	321 
ICCS03011,PER_VICT,M,NR,DK	160 	126 	97 	88 	102 	70 	95 	88 	79 	83 
ICCS03011,PER_VICT,M,NR,EL	39 	27 	9 	9 	3 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,ES	122 	148 	108 	123 	115 	74 	72 	121 	116 	139 
ICCS03011,PER_VICT,M,NR,FI	36 	44 	25 	33 	19 	17 	17 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,FR	2171 	1910 	1671 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,HR	14 	12 	17 	27 	7 	5 	8 	12 	12 	20 
ICCS03011,PER_VICT,M,NR,HU	113 	103 	64 	59 	14 	4 	9 	4 	3 	2 
ICCS03011,PER_VICT,M,NR,IE	52 	50 	43 	49 	22 	34 	26 	24 	19 	: 
ICCS03011,PER_VICT,M,NR,IS	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,LI	: 	0 	0 	1 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,LT	0 	3 	0 	1 	0 	0 	0 	0 	0 	1 
ICCS03011,PER_VICT,M,NR,LU	6 	13 	14 	9 	7 	6 	5 	1 	3 	: 
ICCS03011,PER_VICT,M,NR,LV	10 	13 	4 	2 	1 	0 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,ME	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 
ICCS03011,PER_VICT,M,NR,MK	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,MT	0 	1 	0 	0 	1 	1 	0 	1 	0 	3 
ICCS03011,PER_VICT,M,NR,NO	276 	277 	244 	173 	176 	203 	171 	155 	192 	170 
ICCS03011,PER_VICT,M,NR,PL	42 	40 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,PT	20 	16 	24 	15 	15 	7 	23 	23 	31 	24 
ICCS03011,PER_VICT,M,NR,RS	5 	3 	6 	6 	1 	3 	6 	3 	4 	9 
ICCS03011,PER_VICT,M,NR,SE	559 	514 	457 	393 	403 	409 	379 	408 	501 	244 
ICCS03011,PER_VICT,M,NR,SI	38 	2 	0 	0 	0 	2 	2 	0 	1 	0 
ICCS03011,PER_VICT,M,NR,SK	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,NR,UKC-L	5802 	4565 	3767 	3072 	1553 	1553 	1276 	1303 	1172 	963 
ICCS03011,PER_VICT,M,NR,UKM	113 	103 	75 	67 	42 	72 	53 	15 	: 	: 
ICCS03011,PER_VICT,M,NR,UKN	110 	98 	110 	99 	92 	60 	50 	40 	33 	26 
ICCS03011,PER_VICT,M,NR,XK	3 	2 	2 	2 	1 	5 	1 	2 	2 	4 
ICCS03011,PER_VICT,M,P_HTHAB,AL	0.28 	0.21 	0.82 	0.34 	: 	: 	0.00 	: 	0.57 	0.25 
ICCS03011,PER_VICT,M,P_HTHAB,AT	: 	3.75 	2.72 	3.39 	2.93 	3.17 	3.43 	2.90 	0.94 	0.79 
ICCS03011,PER_VICT,M,P_HTHAB,BG	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_VICT,M,P_HTHAB,CH	0.00 	0.00 	0.00 	0.00 	0.03 	0.00 	0.03 	0.03 	0.03 	: 
ICCS03011,PER_VICT,M,P_HTHAB,CZ	0.90 	1.02 	0.87 	0.87 	0.50 	0.87 	0.74 	0.64 	0.53 	0.51 
ICCS03011,PER_VICT,M,P_HTHAB,DE	1.57 	1.18 	0.91 	0.95 	0.88 	0.97 	0.99 	0.86 	0.72 	0.80 
ICCS03011,PER_VICT,M,P_HTHAB,DK	5.59 	4.44 	3.45 	3.15 	3.67 	2.53 	3.45 	3.21 	2.89 	3.06 
ICCS03011,PER_VICT,M,P_HTHAB,EL	0.75 	0.52 	0.17 	0.17 	0.06 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,ES	0.53 	0.65 	0.47 	0.54 	0.50 	0.32 	0.31 	0.53 	0.51 	0.62 
ICCS03011,PER_VICT,M,P_HTHAB,FI	1.33 	1.63 	0.93 	1.23 	0.71 	0.64 	0.64 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,FR	6.72 	5.92 	5.19 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,HR	0.70 	0.59 	0.83 	1.32 	0.34 	0.24 	0.39 	0.58 	0.58 	0.96 
ICCS03011,PER_VICT,M,P_HTHAB,HU	2.42 	2.20 	1.36 	1.25 	0.30 	0.08 	0.19 	0.08 	0.06 	0.04 
ICCS03011,PER_VICT,M,P_HTHAB,IE	2.20 	2.14 	1.86 	2.13 	0.97 	1.50 	1.15 	1.06 	0.84 	: 
ICCS03011,PER_VICT,M,P_HTHAB,IS	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,LI	: 	0.00 	0.00 	5.43 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,LT	0.00 	0.23 	0.00 	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0.07 
ICCS03011,PER_VICT,M,P_HTHAB,LU	2.02 	4.50 	4.97 	3.27 	2.61 	2.29 	1.96 	0.40 	1.23 	: 
ICCS03011,PER_VICT,M,P_HTHAB,LV	1.12 	1.44 	0.44 	0.22 	0.11 	0.00 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,ME	0.00 	0.00 	0.00 	0.00 	0.00 	0.33 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_VICT,M,P_HTHAB,MK	: 	: 	: 	: 	0.10 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,MT	0.00 	0.46 	0.00 	0.00 	0.48 	0.48 	0.00 	0.48 	0.00 	1.48 
ICCS03011,PER_VICT,M,P_HTHAB,NO	10.42 	10.56 	9.39 	6.74 	6.94 	4.07 	3.48 	3.19 	4.00 	3.59 
ICCS03011,PER_VICT,M,P_HTHAB,PL	0.23 	0.22 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,PT	0.41 	0.33 	0.49 	0.30 	0.30 	0.14 	0.46 	0.45 	0.61 	0.47 
ICCS03011,PER_VICT,M,P_HTHAB,RS	0.15 	0.09 	0.17 	0.17 	0.03 	0.09 	0.17 	0.08 	0.11 	0.25 
ICCS03011,PER_VICT,M,P_HTHAB,SE	11.15 	10.42 	9.38 	8.16 	8.46 	8.65 	8.08 	8.78 	10.88 	5.35 
ICCS03011,PER_VICT,M,P_HTHAB,SI	3.71 	0.20 	0.00 	0.00 	0.00 	0.20 	0.20 	0.00 	0.10 	0.00 
ICCS03011,PER_VICT,M,P_HTHAB,SK	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,UKC-L	22.28 	17.67 	14.72 	12.11 	5.56 	5.60 	4.64 	4.78 	4.34 	3.59 
ICCS03011,PER_VICT,M,P_HTHAB,UKM	4.29 	3.94 	2.88 	2.59 	1.63 	2.80 	2.07 	0.59 	: 	: 
ICCS03011,PER_VICT,M,P_HTHAB,UKN	11.99 	10.74 	12.14 	10.98 	10.27 	6.73 	5.64 	4.54 	3.77 	3.00 
ICCS03011,PER_VICT,M,P_HTHAB,XK	: 	0.23 	: 	: 	: 	: 	0.11 	0.18 	0.18 	0.37 
ICCS03011,PER_VICT,T,NR,AL	44 	46 	70 	42 	37 	22 	22 	41 	55 	60 
ICCS03011,PER_VICT,T,NR,AT	: 	1279 	1159 	1202 	1267 	1247 	1271 	1219 	642 	600 
ICCS03011,PER_VICT,T,NR,BA	7 	16 	9 	9 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,BG	142 	127 	119 	148 	164 	187 	157 	211 	246 	262 
ICCS03011,PER_VICT,T,NR,CH	594 	568 	509 	538 	551 	549 	529 	525 	633 	: 
ICCS03011,PER_VICT,T,NR,CZ	541 	655 	604 	657 	596 	637 	639 	554 	459 	494 
ICCS03011,PER_VICT,T,NR,DE	8469 	8102 	7095 	7424 	7501 	8134 	7609 	7791 	7388 	7380 
ICCS03011,PER_VICT,T,NR,DK	1599 	1294 	936 	787 	787 	817 	839 	906 	885 	973 
ICCS03011,PER_VICT,T,NR,EL	262 	244 	192 	203 	225 	167 	172 	215 	213 	232 
ICCS03011,PER_VICT,T,NR,ES	1553 	1421 	1353 	1331 	1352 	1000 	1168 	1211 	1316 	1474 
ICCS03011,PER_VICT,T,NR,FI	1133 	20 	970 	925 	888 	938 	872 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,FR	17112 	15004 	12405 	12157 	11171 	10885 	10406 	10108 	9842 	10277 
ICCS03011,PER_VICT,T,NR,HR	244 	318 	259 	335 	274 	120 	115 	138 	125 	184 
ICCS03011,PER_VICT,T,NR,HU	573 	598 	380 	320 	230 	192 	196 	245 	226 	213 
ICCS03011,PER_VICT,T,NR,IE	648 	512 	518 	478 	391 	517 	451 	442 	329 	: 
ICCS03011,PER_VICT,T,NR,IS	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,LI	: 	2 	1 	5 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,LT	141 	143 	94 	93 	98 	135 	145 	151 	107 	146 
ICCS03011,PER_VICT,T,NR,LU	92 	125 	77 	81 	93 	80 	74 	65 	58 	: 
ICCS03011,PER_VICT,T,NR,LV	107 	94 	52 	57 	48 	48 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,ME	8 	2 	5 	4 	3 	3 	3 	7 	8 	13 
ICCS03011,PER_VICT,T,NR,MK	: 	: 	: 	: 	38 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,MT	19 	27 	23 	11 	15 	13 	18 	11 	12 	19 
ICCS03011,PER_VICT,T,NR,NO	2185 	2154 	1843 	1569 	1547 	1519 	1563 	1369 	1423 	1367 
ICCS03011,PER_VICT,T,NR,PL	721 	792 	672 	814 	1446 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,PT	203 	181 	197 	184 	165 	193 	185 	233 	221 	251 
ICCS03011,PER_VICT,T,NR,RS	55 	52 	60 	62 	73 	106 	120 	107 	140 	161 
ICCS03011,PER_VICT,T,NR,SE	7369 	6715 	5918 	6697 	6017 	6324 	6532 	5960 	5937 	5446 
ICCS03011,PER_VICT,T,NR,SI	40 	30 	41 	39 	49 	46 	41 	51 	67 	48 
ICCS03011,PER_VICT,T,NR,SK	96 	62 	53 	69 	90 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,NR,UKC-L	53924 	41490 	35847 	29389 	16374 	16374 	16038 	15892 	15074 	13096 
ICCS03011,PER_VICT,T,NR,UKM	2136 	1755 	1692 	1797 	1690 	1372 	1183 	997 	: 	: 
ICCS03011,PER_VICT,T,NR,UKN	948 	828 	110 	687 	539 	503 	548 	497 	422 	368 
ICCS03011,PER_VICT,T,NR,XK	27 	22 	30 	27 	30 	42 	29 	42 	64 	64 
ICCS03011,PER_VICT,T,P_HTHAB,AL	1.53 	1.60 	2.43 	1.45 	: 	: 	0.78 	: 	1.73 	1.89 
ICCS03011,PER_VICT,T,P_HTHAB,AT	: 	14.72 	13.51 	14.13 	14.99 	14.83 	15.18 	14.60 	7.70 	7.22 
ICCS03011,PER_VICT,T,P_HTHAB,BG	2.00 	1.78 	1.65 	2.04 	2.25 	2.55 	2.13 	2.84 	3.29 	3.48 
ICCS03011,PER_VICT,T,P_HTHAB,CH	7.06 	6.82 	6.18 	6.61 	6.85 	6.90 	6.72 	6.74 	8.22 	: 
ICCS03011,PER_VICT,T,P_HTHAB,CZ	5.11 	6.21 	5.73 	6.25 	5.67 	6.06 	6.09 	5.30 	4.40 	4.78 
ICCS03011,PER_VICT,T,P_HTHAB,DE	10.26 	9.86 	8.74 	9.19 	9.32 	10.13 	9.48 	9.52 	9.01 	8.98 
ICCS03011,PER_VICT,T,P_HTHAB,DK	27.81 	22.67 	16.54 	13.99 	14.05 	14.64 	15.09 	16.37 	16.06 	17.77 
ICCS03011,PER_VICT,T,P_HTHAB,EL	2.43 	2.26 	1.77 	1.86 	2.04 	1.51 	1.55 	1.93 	1.92 	2.07 
ICCS03011,PER_VICT,T,P_HTHAB,ES	3.34 	3.06 	2.91 	2.86 	2.89 	2.14 	2.50 	2.61 	2.85 	3.23 
ICCS03011,PER_VICT,T,P_HTHAB,FI	20.59 	0.36 	17.73 	16.97 	16.36 	17.37 	16.22 	: 	: 	: 
ICCS03011,PER_VICT,T,P_HTHAB,FR	25.62 	22.52 	18.66 	18.44 	17.03 	16.68 	16.01 	15.63 	15.29 	16.06 
ICCS03011,PER_VICT,T,P_HTHAB,HR	5.87 	7.59 	6.13 	7.89 	6.43 	2.81 	2.68 	3.21 	2.90 	4.27 
ICCS03011,PER_VICT,T,P_HTHAB,HU	5.85 	6.08 	3.86 	3.24 	2.32 	1.93 	1.96 	2.45 	2.25 	2.12 
ICCS03011,PER_VICT,T,P_HTHAB,IE	13.54 	10.83 	11.07 	10.31 	8.52 	11.28 	9.87 	9.72 	7.28 	: 
ICCS03011,PER_VICT,T,P_HTHAB,IS	0.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,P_HTHAB,LI	: 	5.32 	2.68 	13.47 	: 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,P_HTHAB,LT	4.95 	4.95 	3.22 	3.16 	3.30 	4.49 	4.75 	4.81 	3.36 	4.54 
ICCS03011,PER_VICT,T,P_HTHAB,LU	15.58 	21.69 	13.68 	14.74 	17.32 	15.24 	14.46 	12.95 	11.75 	: 
ICCS03011,PER_VICT,T,P_HTHAB,LV	5.49 	4.77 	2.62 	2.85 	2.37 	2.35 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,P_HTHAB,ME	1.29 	0.32 	0.80 	0.64 	0.48 	0.48 	0.48 	1.13 	1.30 	2.11 
ICCS03011,PER_VICT,T,P_HTHAB,MK	: 	: 	: 	: 	1.84 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,P_HTHAB,MT	4.13 	6.22 	5.36 	2.59 	3.56 	3.11 	4.34 	2.66 	2.92 	4.66 
ICCS03011,PER_VICT,T,P_HTHAB,NO	41.55 	41.34 	35.67 	30.72 	30.63 	30.47 	31.22 	28.18 	29.65 	28.86 
ICCS03011,PER_VICT,T,P_HTHAB,PL	1.90 	2.09 	1.77 	2.14 	3.80 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,P_HTHAB,PT	1.97 	1.75 	1.90 	1.76 	1.57 	1.83 	1.75 	2.20 	2.09 	2.38 
ICCS03011,PER_VICT,T,P_HTHAB,RS	0.78 	0.73 	0.84 	0.87 	1.02 	1.47 	1.65 	1.46 	1.91 	2.19 
ICCS03011,PER_VICT,T,P_HTHAB,SE	73.73 	68.17 	60.71 	69.44 	62.97 	66.69 	69.37 	63.81 	64.14 	59.31 
ICCS03011,PER_VICT,T,P_HTHAB,SI	1.94 	1.45 	1.99 	1.89 	2.38 	2.24 	2.00 	2.49 	3.30 	2.39 
ICCS03011,PER_VICT,T,P_HTHAB,SK	1.77 	1.14 	0.98 	1.27 	1.66 	: 	: 	: 	: 	: 
ICCS03011,PER_VICT,T,P_HTHAB,UKC-L	102.27 	79.25 	69.05 	57.08 	28.85 	29.05 	28.67 	28.65 	27.39 	23.98 
ICCS03011,PER_VICT,T,P_HTHAB,UKM	39.45 	32.64 	31.59 	33.67 	31.77 	25.86 	22.40 	19.00 	: 	: 
ICCS03011,PER_VICT,T,P_HTHAB,UKN	50.79 	44.55 	5.96 	37.39 	29.51 	27.65 	30.28 	27.63 	23.63 	20.79 
ICCS03011,PER_VICT,T,P_HTHAB,XK	: 	1.58 	: 	: 	: 	: 	1.62 	1.90 	2.93 	2.97 
ICCS03012,PER_CNV,F,NR,AL	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
ICCS03012,PER_CNV,F,NR,AT	1 	1 	3 	3 	1 	1 	11 	3 	507 	19 
ICCS03012,PER_CNV,F,NR,BA	6 	6 	6 	7 	5 	0 	3 	2 	0 	0 
ICCS03012,PER_CNV,F,NR,BG	0 	0 	0 	0 	2 	1 	0 	0 	2 	1 
ICCS03012,PER_CNV,F,NR,CH	9 	9 	9 	15 	9 	7 	15 	16 	21 	12 
ICCS03012,PER_CNV,F,NR,CY	1 	2 	3 	5 	7 	31 	2 	3 	8 	2 
ICCS03012,PER_CNV,F,NR,CZ	10 	17 	6 	15 	11 	10 	11 	7 	7 	11 
ICCS03012,PER_CNV,F,NR,DE	29 	222 	350 	289 	305 	335 	286 	257 	249 	261 
ICCS03012,PER_CNV,F,NR,DK	10 	4 	7 	3 	2 	7 	11 	3 	3 	5 
ICCS03012,PER_CNV,F,NR,EE	0 	0 	1 	0 	1 	1 	0 	0 	: 	: 
ICCS03012,PER_CNV,F,NR,ES	4 	4 	2 	4 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_CNV,F,NR,FI	10 	6 	3 	7 	8 	8 	8 	5 	6 	4 
ICCS03012,PER_CNV,F,NR,FR	42 	55 	48 	41 	56 	62 	44 	47 	73 	69 
ICCS03012,PER_CNV,F,NR,HR	6 	11 	5 	5 	3 	11 	10 	6 	14 	14 
ICCS03012,PER_CNV,F,NR,HU	2 	3 	0 	2 	3 	7 	7 	0 	0 	1 
ICCS03012,PER_CNV,F,NR,IE	: 	: 	: 	: 	: 	3 	1 	1 	0 	: 
ICCS03012,PER_CNV,F,NR,IS	: 	: 	: 	: 	31 	: 	: 	: 	: 	: 
ICCS03012,PER_CNV,F,NR,LT	5 	2 	7 	6 	2 	1 	3 	4 	1 	2 
ICCS03012,PER_CNV,F,NR,LU	3 	1 	3 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_CNV,F,NR,LV	2 	1 	0 	2 	0 	0 	0 	0 	1 	1 
ICCS03012,PER_CNV,F,NR,ME	0 	0 	2 	1 	0 	0 	0 	2 	3 	5 
ICCS03012,PER_CNV,F,NR,NL	1 	1 	3 	2 	2 	10 	9 	10 	12 	13 
ICCS03012,PER_CNV,F,NR,NO	: 	: 	4 	5 	5 	1 	1 	4 	5 	5 
ICCS03012,PER_CNV,F,NR,PL	0 	4 	0 	2 	1 	1 	1 	5 	6 	2 
ICCS03012,PER_CNV,F,NR,PT	11 	11 	14 	5 	11 	7 	5 	5 	9 	4 
ICCS03012,PER_CNV,F,NR,RO	0 	0 	0 	0 	1 	6 	2 	0 	2 	3 
ICCS03012,PER_CNV,F,NR,RS	0 	1 	0 	1 	0 	2 	2 	0 	1 	0 
ICCS03012,PER_CNV,F,NR,SE	8 	2 	5 	6 	3 	9 	9 	7 	6 	6 
ICCS03012,PER_CNV,F,NR,SI	: 	0 	0 	1 	1 	2 	0 	0 	6 	6 
ICCS03012,PER_CNV,F,NR,SK	0 	0 	0 	0 	1 	0 	0 	0 	1 	0 
ICCS03012,PER_CNV,F,NR,TR	: 	47 	31 	41 	45 	15 	17 	11 	15 	: 
ICCS03012,PER_CNV,F,NR,UKC-L	: 	: 	94 	56 	40 	43 	36 	47 	38 	39 
ICCS03012,PER_CNV,F,NR,UKM	3 	5 	1 	1 	1 	2 	2 	1 	4 	3 
ICCS03012,PER_CNV,F,NR,UKN	: 	3 	4 	1 	0 	25 	13 	7 	12 	10 
ICCS03012,PER_CNV,F,NR,XK	1 	0 	0 	1 	0 	0 	0 	0 	1 	0 
